,ner_id,link,name,orcid,affiliation
248,646,profile/Saida-Ishak-Boushaki,Saida Ishak Ishak Boushaki,,University M'Hamed Bougara of Boumerdes | UMBB
249,647,profile/Omar-Bendjeghaba,Omar Bendjeghaba,,University M'Hamed Bougara of Boumerdes | UMBB
250,651,profile/Shameek-Mukhopadhyay,Shameek Mukhopadhyay,,"Siliguri Institute of Technology Shiliguri, India; Syamaprasad Institute of Technology and Management Kolkata, India; The Heritage Academy Kolkata, India"
251,657,profile/Weiwei-Wu,Weiwei Wu,,Harbin Institute of Technology | HIT
252,659,profile/Fehmi-Skender,Fehmi Skender,,
253,660,profile/Ilija-Hristoski,Ilija S. Hristoski,,"University ""St. Kliment Ohridski"" - Bitola"
254,662,profile/Obeng-Owusu-Boateng,Obeng Owusu-Boateng,,
255,664,profile/Muhammad-Faaique,Muhammad Faaique,,Mehran University of Engineering and Technology
256,668,profile/Faisal-Rehman-26,Faisal Rehman,,"National University of Sciences and Technology (NUST Islamabad) Islamabad, Pakistan; Leads University"
257,669,profile/Hanan-Sharif-2,Hanan Sharif,,
258,670,profile/Naveed-Riaz-2,Naveed Riaz,,National University of Sciences and Technology | NUST
259,677,profile/Gordon-Pottinger,Gordon Pottinger,,Health Service Executive | HSE
260,678,profile/Aine-Kearns,Áine Kearns,,University of Limerick | UL
261,680,profile/Reg-Bhandari,Reg Bahadur Bhandari,,"LA College of Management Nepal; Tribhuvan University Kathmandu, Nepal"
262,689,profile/Shaymaa-Razoqi,Shaymaa Ahmed Razoqi,,"University of Mosul Mosul, Iraq; University of Mosul Mosul, Iraq; University of Mosul"
263,690,profile/Ghayda-Altalib,Ghayda Altalib,,University of Mosul Iraq; University of Mosul
264,693,profile/Ebrahim-Ghaleb,Ebrahim A A Ghaleb,,Universiti Teknologi PETRONAS | UTP
265,694,profile/Dhanapal-Durai-Dominic-Panneer-Selvam,Dhanapal Durai Dominic Panneer Selvam,,Universiti Teknologi PETRONAS | UTP
266,695,profile/Gehad-Naji,Gehad Mohammed Ahmed Naji,,Universiti Teknologi PETRONAS | UTP
267,701,profile/Abdellah-Elfeky-2,Abdellah Elfeky,,Kafrelsheikh University
268,702,profile/Ali-Najmi-7,Ali Najmi,,King Abdulaziz University
269,703,profile/Marwa-Elbyaly,Marwa Elbyaly,,Kafrelsheikh University
270,705,profile/Masayoshi-Aritsugi,Masayoshi Aritsugi,,Kumamoto University | Kumadai
271,714,profile/Houssam-Benbrahim,Houssam Benbrahim,,faculty of economics and management settat Morocco; Université Hassan 1er
272,715,profile/Hanaa-Hachimi,Hanaa Hachimi,,"National School of Applied Sciences of Kenitra, Ibn Tofail UniversityApplied Mathematics; Ecole Nationale Supérieure d'Electricité et de Mécanique de Casablanca Casablanca, Morocco; Sultan Moulay Slimane University; Université Ibn Tofail"
273,716,profile/Aouatif-Amine-2,Aouatif Amine,,"Mohammed V University of Rabat Rabat, Morocco; Université Ibn Tofail"
274,719,profile/Marco-Terlizzi,Marco Alexandre Terlizzi,,Escola de Administração de Empresas de São Paulo da Fundação Getulio Vargas | FGV-EAESP
275,723,profile/Ikra-Itu-2,Ikra Islam Itu,,
276,727,profile/Maria-Jensen-18,Maria Hoffmann Jensen,,Aarhus University | AU
277,728,profile/Peter-Nielsen-26,Peter Axel Nielsen,,Aalborg University Denmark; Virginia Commonwealth UniversityDepartment of Information Systems; Universitetet i Agder Norway; Aalborg University
278,729,profile/John-Persson,John Stouby Persson,,"Aalborg University Denmark; Aalborg University Aalborg, Denmark; Aalborg University Aalborg, Denmark; Aalborg University"
279,733,profile/Janet-Ngesa,Janet Ngesa,,Jaramogi Oginga Odinga University of Science and Technology
280,735,profile/Msafiri-Ponera,Msafiri Ponera,,Moshi Co-operative University (MoCU)
281,736,profile/Valeria-Kyumana,Valeria Kyumana,,Institute of Finance Management | IFM
282,738,profile/Muhammad-Balbaa,Muhammad Balbaa,,International Islamic Academy of Uzbekistan Uzbekistan; Tashkent State University of Economics
283,739,profile/Olim-Astanakulov,Olim Astanakulov,,
284,740,profile/Nilufar-Ismailova-2,Nilufar Ismailova,,Tashkent State University of Economics
285,741,profile/Nilufar-Batirova,Nilufar Batirova,,
286,751,profile/Ashwini-Pai-3,Ashwini Pai,,
287,754,profile/Faheem-Ahmad-4,Faheem Ahmad,,
288,755,profile/Shafiqul-Abidin-2,Shafiqul Abidin,,Aligarh Muslim University | AMU
289,756,profile/Imran-Qureshi-20,Imran Qureshi,,Al Musanna College of Technology
290,757,profile/Mohammad-Ishrat,Mohammad Ishrat,,K L University | KLU
291,762,profile/Yalanati-Ayyappa,Yalanati Ayyappa,,Vel Tech - Technical University | VELTECH
292,765,profile/Tharindra-Ranasinghe,Tharindra Ranasinghe,,American University Washington D.C. | AU
293,771,profile/Yasir-Zaki,Yasir Zaki,,Universität BremenGermany; New York University Abu Dhabi
294,776,profile/Vahid-Biglari-3,Vahid Biglari,,"The University of Newcastle, Australia"
295,779,profile/Mohammed-Elhmadany,Mohammed Elhmadany,,Ain Shams University
296,785,profile/Sanjaya-Adhikari-3,Sanjaya Adhikari,,"Armed Police Force Nepal Kathmandu, Nepal; Tribhuvan University"
297,788,profile/Somi-Sareen-2,Somi Sareen,,National Institute of Technology Patna | NITP
298,789,profile/Nazish-Abid,Nazish Abid,,"Amity University uttar pradesh (AUUP) Noida Noida, India; University of Bahrain"
299,790,profile/Mazharul-Haque-6,Mazharul Haque,,National Institute of Technology Patna | NITP
300,792,profile/Araf-Aliwijaya,Araf Aliwijaya,,Universitas Gadjah Mada | UGM
301,794,profile/Alfia-Badiwalla,Alfia Salim Badiwalla,,King Fahd University of Petroleum and Minerals | KFUPM
302,800,profile/Saurabh-Pote,Saurabh Anil Pote,,Visvesvaraya Technological University | VTU
303,801,profile/Prayag-Gokhale-2,Prayag Prakash Gokhale,,K L E Society's College of Engineering and Technology | KLESCET
304,802,profile/Praveen-Kulkarni-4,Praveen M Kulkarni,,
305,806,profile/Junbin-Wang-4,Junbin Wang,,"Changshu Institute of Technology Suzhou, China; Changshu Institute of Technology"
306,810,profile/Chukuakadibia-Eresia-Eke,Chukuakadibia Ejerulo Eresia-Eke,,University of Pretoria | UP
307,811,profile/Taguma-Nyanga,Taguma Nyanga,,University of Pretoria | UP
308,816,profile/Ahatsham-Hayat,Ahatsham Hayat,,"Parul Universiy Vadodara, India; University of Petroleum & Energy Studies Dehra Dūn, India; Universidade da Madeira Funchal, Portugal; University of Nebraska at Lincoln | NU"
309,820,profile/Serkan-Gursoy,Serkan Gursoy,,
310,821,profile/Murat-Yucelen,Murat Yucelen,,Yeditepe University
311,823,profile/Aso-Yasin,Aso Omar Yasin,,
312,830,profile/Noor-Zaidi-Sahid-2,Noor Zaidi Sahid,,"Universiti Teknologi MARA Shah Alam, Malaysia; Universiti Teknologi MARA | UiTM"
313,832,profile/Abeer-Amer,Abeer Amer,,Sadat Academy
314,839,profile/Buelent-Yildiz,Bülent Yıldız,,Kastamonu University Turkey; Kastamonu Üniversitesi
315,840,profile/Semsettin-Cigdem,Şemsettin Çiğdem,,"Gaziantep University Gaziantep, Turkey; Gaziantep University Gaziantep, Turkey; Gaziantep University"
316,841,profile/Ieva-Meidute-Kavaliauskiene,Ieva Meidute-Kavaliauskiene,,
317,842,profile/Renata-Cincikaite,Renata Činčikaitė,,General Jonas Žemaitis Military Academy of Lithuania
318,845,profile/Fatima-Aviles-Castillo,Fátima Avilés-Castillo,,"Pontificia Universidad Católica del Ecuador Quito, Ecuador; LAKEd Editorial GroupEcuador; Universidad Tecnológica Indoamérica | UTI"
319,846,profile/Manuel-Ayala-Chauvin,Manuel Ignacio Ayala Chauvin,,Universidad Tecnológica Indoamérica | UTI
320,847,profile/Jorge-Buele,Jorge Buele,,"University of Zaragoza Zaragoza, Spain; Universidad Tecnológica Indoamérica | UTI"
321,855,profile/Meral-Calis-Duman,Meral Çalış Duman,,
322,856,profile/Hulisi-Binbasioglu,Hulisi Binbasioglu,,"Inonu University Malatya, Turkey; Malatya Turgut Özal University Malatya, Turkey; Malatya Turgut Özal University Malatya, Turkey"
323,863,profile/Panos-Patatoukas,Panos N. Patatoukas,,"University of California, Berkeley | UCB"
324,867,profile/Mir-Mohsen-Pedram,Mir Mohsen Pedram,,Kharazmi University | KHU
325,871,profile/Vijoy-Sinha,Vijoy Kumar Sinha,,University of North Bengal India; West Bengal National University of Juridical Sciences
326,873,profile/Ismail-Dergaa,Ismail Dergaa,,Primary Health Care Corporation Qatar | PHCC
327,874,profile/Karim-Chamari,Karim Chamari,,"Institut Supérieur du Sport et de l’Education Physique de Ksar-Said Tunis, Tunisia; Université de la Manouba Manouba, Tunisia; Aspetar - Qatar Orthopaedic and Sports Medicine Hospital Doha, Qatar; Institut Supérieur du Sport et de l’Education Physique de Ksar-Said"
328,878,profile/Ismail-Ameskour,Ismail Ameskour,,Université Ibn Tofail
329,885,profile/Kunecova-Jana,Kunecová Jana,,Universitat de Girona | UDG
330,886,profile/Andrea-Bikfalvi,Andrea Bikfalvi,,Universitat de Girona | UDG
331,887,profile/Pilar-Gou,Pilar Marquès Gou,,Universitat de Girona | UDG
332,891,profile/Sangjae-Lee,Sangjae Lee,,Sejong University | sejong
333,899,profile/M-Ramesh-5,M. Ramesh,,"Methodist College of Engineering and Technology Hyderabad, India; Methodist College of Engineering and Technology Hyderabad, India; Jawaharlal Nehru Technological University, Anantapur Hyderabad, India; Jawaharlal Nehru Technological University, Hyderabad | JNTUH"
334,900,profile/Dr-Manjula-Bairam,Dr. Manjula Bairam,,"Kakatiya University Warangal, India; Kakatiya University"
335,903,profile/Kaushikkumar-Patel-4,Kaushikkumar Patel,,
336,906,profile/Ananda-Ravuri,Ananda Ravuri,,Intel
337,909,profile/Sugandha-Agarwal-2,Sugandha Agarwal,,Independent Researcher United States
338,911,profile/Georgios-Thanasas,Georgios L. Thanasas,,University of Patras Greece; Technological Educational Institute of Western Macedonia Greece; University of Patras Greece; University of Patras | UP
339,913,profile/Surapon-Riyana,Surapon Riyana,,"Maejo University Chiang Mai, Thailand; Maejo University | Maecho University"
340,914,profile/Kittikorn-Sasujit,Kittikorn Sasujit,,Chiang Mai University | CMU
341,915,profile/Nigran-Homdoung,Nigran Homdoung,,"Maejo University Chiang Mai, Thailand; Maejo University | Maecho University"
342,917,profile/Anna-Ivanova-107,Anna Mikhailovna Ivanova,,Moscow City University
343,922,profile/M-S-Bhargavi,M S Bhargavi,,Bangalore Institute of Technology | BIT
344,926,profile/Fan-Chao-8,Fan Chao,,Harbin Institute of Technology | HIT
345,927,profile/Weibin-Wang-4,Weibin Wang,,Harbin Institute of Technology | HIT
346,928,profile/Guang-Yu-9,Guang Yu,,
347,931,profile/Chizi-Aloy-Okwelle,Chizi Aloy-Okwelle,,Rivers State University of Science and Technology | RSUST
348,932,profile/Justice-Palimote,Justice Palimote,,"kenule beeson saro-wiwa polytechnic, bori Bori, Nigeria"
349,933,profile/Op-Nweke,O.P Nweke,,Rivers State University of Science and Technology | RSUST
350,936,profile/Ching-Yu-Cheng-2,Ching-yu Cheng,,National University of Singapore | NUS
351,940,profile/Akhoza-Tagaj,Акхожа Тагай,,
352,942,profile/Joshua-Nettey,Joshua Nii Akai Nettey,,
353,943,profile/Ronald-Mensah,Ronald Osei Mensah,,"Takoradi Technical University Takoradi, Ghana"
354,946,profile/Ravi-Jagadish,Ravi Jagadish,,
355,948,profile/John-Hancock-16,John Hancock,,Florida Atlantic University | FAU
356,949,profile/Taghi-Khoshgoftaar,Taghi Khoshgoftaar,,Florida Atlantic University | FAU
357,951,profile/Shaza-Samsul,Shaza Arissa Samsul,,Universiti Teknologi Malaysia | UTM
358,952,profile/Noraffandy-Yahaya,Noraffandy Yahaya,,Universiti Teknologi Malaysia | UTM
359,953,profile/Hassan-Abuhassna,Hassan Abuhassna,,"Universiti Teknologi Malaysia Johor Bahru, Malaysia; Universiti Teknologi Malaysia | UTM"
360,956,profile/Mohammad-Abdallah,Mohammad Abdallah,,"Al-Zaytoonah University of Jordan Amman, Jordan; Al-Zaytoonah University of Jordan Amman, Jordan; Al-Zaytoonah University of Jordan Jordan; Al-Zaytoonah University of Jordan"
361,957,profile/Daniel-Staegemann-2,Daniel Staegemann,,Otto-von-Guericke-Universität Magdeburg | OvGU
362,963,profile/Jo-Hsuan-Wu-2,Jo-Hsuan Wu,,"National Taiwan University Taipei, Taiwan; National Taiwan University HospitalTaipei, Taiwan; University of California, San Diego San Diego, United States; University of California, San Diego | UCSD"
363,964,profile/Sasan-Moghimi,Sasan Moghimi,,"University of California, San Diego | UCSD"
364,967,profile/Minghao-Huang-5,Minghao Huang,,
365,973,profile/Neeta-Baporikar,Neeta Baporikar,,"International Institute of Information Technology, Pune Pune, India; Ministry of Higher Education, Oman (MOHE) Şalālah, Oman; The Namibia University of Science and Technology Windhoek, Namibia; The Namibia University of Science and Technology"
366,979,profile/Rizal-Mohd-Nor-2,Rizal Mohd Nor,,International Islamic University Malaysia | iium
367,981,profile/Adrian-Domenteanu,Adrian Domenteanu,,Bucharest Academy of Economic Studies | ASE
368,982,profile/Bianca-Cibu,Bianca Raluca Cibu,,Bucharest Academy of Economic Studies | ASE
369,983,profile/Camelia-Delcea,Camelia Delcea,,Bucharest University of Economic Studies Romania; Bucharest University of Economic Studies Romania; Bucharest University of Economic Studies Romania; Bucharest Academy of Economic Studies | ASE
370,985,profile/Ji-Wu,Ji Wu,,Sun Yat-Sen University | SYSU
371,986,profile/Haiyan-Song-5,Haiyan Song,,"University of Surrey Guildford, United Kingdom; The Hong Kong Polytechnic University China; The Hong Kong Polytechnic University Hong Kong, Hong Kong; The Hong Kong Polytechnic University | PolyU"
372,991,profile/Ramiz-Salama,Ramiz Salama,,Near East University
373,993,profile/Renato-Carr,Renato Carr,,Universidade do Estado do Pará | EUPA
374,995,profile/Nusrat-Rouf,Nusrat Rouf,,Baba Ghulam Shah Badshah University | BGSB
375,996,profile/Majid-Malik,Majid Bashir Malik,,Baba Ghulam Shah Badshah UniversitySchool of Mathematical & Computer Sciences
376,1000,profile/Kasuni-Weerasinghe,Kasuni Weerasinghe,,Auckland University of Technology | AUT
377,1001,profile/David-Pauleen,David J. Pauleen,,"Victoria University of Wellington Wellington, New Zealand; Massey University Palmerston North, New Zealand; National Chung Cheng University"
378,1002,profile/Nazim-Taskin,Nazim Taskin,,Massey University
379,1003,profile/Shane-Scahill,Shane L Scahill,,"Massey University Palmerston North, New Zealand; Massey University Palmerston North, New Zealand; University of Auckland Auckland, New Zealand; University of Auckland"
380,1005,profile/Georgios-Georgiadis-9,Georgios Georgiadis,,Ghent University | UGhent
381,1006,profile/Geert-Poels,Geert Poels,,"KU Leuven Leuven, Belgium; Ghent University Gent, Belgium; Ghent University | UGhent"
382,1010,profile/Mourine-Achieng,Mourine S. Achieng,,
383,1011,profile/Oluwamayowa-Ogundaini,Oluwamayowa Ogundaini,,"Cape Peninsula University of Technology Cape Town, South Africa"
384,1018,profile/Damian-Tamburri,Damian Andrew Tamburri,,"Vrije Universiteit AmsterdamNetherlands; Vrije Universiteit Amsterdam Netherlands; Vrije Universiteit Amsterdam Amsterdam, Netherlands; Eindhoven University of Technology | TUE"
